Год,Месяц,День,Час,Блок манифольда|P бм  |кгс/см²,Блок манифольда|t жидкости| °С,С-1|P сеп. |кгс/см²,С-1|t жидкости |°С,С-1|L жидкости| см,С-2/1|P сеп. |кгс/см²,С-2/1|t жидкости|°С,С-2/1|L межфазный|см,С-2/1|L нефти|см,С-2/2|P сеп. |кгс/см²,С-2/2|t жидкости|°С,С-2/2|L межфазный|см,С-2/2|L нефти|см,ОН-1/1|P отс. |кгс/см²,ОН-1/1|t жидкости|°С,ОН-1/1|L межфазный|см,ОН-1/2|P отс. |кгс/см²,ОН-1/2|t жидкости|°С,ОН-1/2|L  межфазный|см,С-3|t жидкости|°С,С-3|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,П-3|Т нефти на входе|°С,П-3|Т нефти на выходе|°С,П-3|Р нефти на входе|кгс/см²,П-3|Р нефти на выходе|кгс/см²,П-3|Т теплоно-сителя|°С,П-3|Т дымовых газов|°С,П-3|Р на горелку|кгс/см4,Вода с лагом (-1)
2021,1,6,20,6.7,16.0,5.9,16.0,76.0,3.4,56.0,52.0,80.0,3.4,56.0,53.0,79.0,2.2,48.0,51.0,2.2,53.0,51.0,52.0,88.0,16.0,57.0,5.9,4.8,64.0,243.0,0.4,16.0,63.0,5.9,4.8,71.0,254.0,0.4,16.0,54.0,5.7,4.7,60.0,202.0,0.4,0.650999999999996
2021,1,6,22,6.9,16.0,5.9,16.0,76.0,3.4,56.0,52.0,80.0,3.4,56.0,52.0,79.0,2.2,47.0,51.0,2.2,51.0,51.0,52.0,87.0,16.0,57.0,5.6,4.6,64.0,243.0,0.4,15.0,63.0,5.8,4.7,71.0,252.0,0.4,16.0,54.0,5.8,4.9,61.0,202.0,0.4,1.474
2021,1,6,24,7.0,16.0,6.1,16.0,72.0,3.4,56.0,52.0,80.0,3.4,56.0,52.0,81.0,2.3,47.0,51.0,2.3,51.0,51.0,52.0,85.0,16.0,56.0,5.7,4.8,64.0,244.0,0.4,16.0,62.0,5.7,4.8,72.0,253.0,0.4,16.0,53.0,5.6,4.9,60.0,202.0,0.4,0.987
2021,1,7,2,7.1,16.0,6.0,16.0,75.0,3.4,56.0,52.0,79.0,3.4,56.0,52.0,79.0,2.4,47.0,51.0,2.4,52.0,51.0,52.0,88.0,16.0,57.0,5.8,4.7,64.0,243.0,0.4,16.0,62.0,5.8,4.9,71.0,253.0,0.4,16.0,53.0,5.8,4.9,61.0,201.0,0.4,0.446000000000005
2021,1,7,4,7.2,16.0,6.0,16.0,77.0,3.4,56.0,52.0,80.0,3.4,56.0,52.0,80.0,2.3,48.0,51.0,2.3,52.0,51.0,52.0,79.0,16.0,57.0,5.7,4.8,64.0,243.0,0.4,16.0,63.0,5.7,4.8,71.0,253.0,0.4,16.0,53.0,5.7,4.7,61.0,202.0,0.4,1.77799999999998
2021,1,7,6,7.0,16.0,5.9,16.0,76.0,3.4,56.0,52.0,80.0,3.4,56.0,52.0,80.0,2.3,49.0,51.0,2.3,52.0,51.0,52.0,84.0,16.0,56.0,6.0,5.0,64.0,243.0,0.4,16.0,62.0,5.9,5.0,72.0,252.0,0.4,16.0,53.0,5.9,5.0,61.0,202.0,0.4,2.03699999999999
2021,1,7,8,6.9,16.0,6.0,16.0,75.0,3.4,56.0,52.0,81.0,3.4,56.0,52.0,79.0,2.3,47.0,51.0,2.3,52.0,51.0,52.0,89.0,16.0,57.0,5.8,4.9,64.0,242.0,0.4,16.0,63.0,5.8,4.8,72.0,252.0,0.4,16.0,54.0,5.7,4.9,61.0,202.0,0.4,1.87200000000001
2021,1,7,10,6.9,16.0,6.0,16.0,75.0,3.4,56.0,52.0,81.0,3.4,56.0,52.0,79.0,2.4,47.0,51.0,2.4,52.0,51.0,53.0,82.0,16.0,57.0,5.8,4.9,64.0,242.0,0.4,16.0,63.0,5.8,4.8,72.0,252.0,0.4,16.0,54.0,5.7,4.9,61.0,202.0,0.4,0.474999999999991
2021,1,7,12,6.8,16.0,6.0,16.0,75.0,3.4,56.0,52.0,81.0,3.4,56.0,52.0,79.0,2.3,47.0,51.0,2.3,52.0,51.0,53.0,83.0,16.0,57.0,5.8,4.9,64.0,242.0,0.4,16.0,63.0,5.8,4.8,72.0,252.0,0.4,16.0,54.0,5.7,4.9,61.0,202.0,0.4,1.71500000000001
2021,1,7,14,6.8,16.0,6.0,16.0,75.0,3.4,56.0,52.0,81.0,3.4,56.0,52.0,79.0,2.3,47.0,51.0,2.3,52.0,51.0,53.0,80.0,16.0,58.0,5.8,4.9,65.0,242.0,0.4,16.0,63.0,5.8,4.8,72.0,252.0,0.4,16.0,54.0,5.7,4.9,61.0,202.0,0.4,0.380999999999991
2021,1,7,16,6.8,16.0,6.0,16.0,75.0,3.4,56.0,52.0,81.0,3.4,56.0,52.0,79.0,2.3,47.0,51.0,2.3,52.0,51.0,53.0,83.0,16.0,58.0,5.8,4.9,65.0,242.0,0.4,16.0,63.0,5.8,4.8,72.0,252.0,0.4,16.0,54.0,5.7,4.9,61.0,202.0,0.4,1.39400000000001
2021,1,7,18,6.8,16.0,6.0,16.0,75.0,3.4,56.0,52.0,81.0,3.4,56.0,52.0,79.0,2.3,47.0,51.0,2.3,52.0,51.0,53.0,84.0,16.0,58.0,5.8,4.9,65.0,242.0,0.4,16.0,63.0,5.8,4.8,72.0,252.0,0.4,16.0,54.0,5.7,4.9,61.0,202.0,0.4,1.14699999999998
2021,1,7,20,6.8,16.0,6.0,16.0,75.0,3.4,56.0,52.0,81.0,3.4,56.0,52.0,79.0,2.3,47.0,51.0,2.3,52.0,51.0,53.0,80.0,16.0,58.0,5.8,4.9,65.0,242.0,0.4,16.0,64.0,5.8,4.8,72.0,252.0,0.4,16.0,54.0,5.7,4.9,61.0,202.0,0.4,0.870000000000012
2021,1,7,22,6.9,16.0,6.0,16.0,75.0,3.4,56.0,52.0,80.0,3.4,56.0,52.0,79.0,2.3,49.0,51.0,2.3,52.0,51.0,52.0,79.0,16.0,57.0,5.8,4.9,65.0,242.0,0.4,16.0,63.0,5.7,4.9,72.0,252.0,0.4,16.0,54.0,5.7,4.9,61.0,203.0,0.4,1.81699999999999
2021,1,7,24,7.0,16.0,6.1,16.0,74.0,3.4,57.0,52.0,80.0,3.4,57.0,52.0,80.0,2.3,49.0,51.0,2.3,52.0,51.0,52.0,85.0,16.0,57.0,5.9,4.9,64.0,242.0,0.4,16.0,63.0,5.9,5.0,72.0,252.0,0.4,16.0,54.0,5.8,4.9,61.0,202.0,0.4,1.32600000000001
2021,1,9,2,6.9,16.0,6.1,16.0,73.0,3.4,57.0,52.0,79.0,3.4,57.0,52.0,80.0,2.4,49.0,51.0,2.4,53.0,51.0,52.0,88.0,16.0,57.0,5.7,4.7,65.0,241.0,0.4,16.0,63.0,5.7,4.8,71.0,252.0,0.4,16.0,54.0,5.7,4.8,61.0,202.0,0.4,1.08600000000001
2021,1,9,4,7.0,16.0,6.2,16.0,75.0,3.4,56.0,52.0,79.0,3.4,56.0,52.0,79.0,2.3,49.0,51.0,2.3,52.0,51.0,53.0,79.0,16.0,57.0,5.9,4.9,64.0,241.0,0.4,16.0,63.0,5.9,5.0,71.0,251.0,0.4,16.0,54.0,5.9,5.0,61.0,201.0,0.4,1.50499999999999
2021,1,9,6,7.0,16.0,6.2,16.0,74.0,3.4,57.0,52.0,80.0,3.4,57.0,52.0,80.0,2.3,48.0,51.0,2.3,53.0,51.0,52.0,85.0,16.0,57.0,5.7,4.7,65.0,240.0,0.4,16.0,63.0,5.7,4.8,72.0,251.0,0.4,16.0,54.0,5.8,4.9,61.0,200.0,0.4,1.078
2021,1,9,8,7.0,16.0,6.2,16.0,73.0,3.4,57.0,52.0,80.0,3.4,57.0,52.0,81.0,2.3,48.0,51.0,2.3,53.0,51.0,53.0,88.0,16.0,57.0,6.0,5.0,65.0,239.0,0.4,16.0,63.0,6.0,5.1,72.0,250.0,0.4,16.0,53.0,5.8,5.0,61.0,200.0,0.4,1.21
2021,1,9,10,7.0,16.0,6.2,16.0,73.0,3.4,57.0,52.0,80.0,3.4,57.0,52.0,81.0,2.3,48.0,51.0,2.3,53.0,51.0,53.0,80.0,16.0,57.0,6.0,5.0,65.0,239.0,0.4,16.0,63.0,6.0,5.1,72.0,250.0,0.4,16.0,53.0,5.8,5.0,61.0,200.0,0.4,1.875
2021,1,9,12,7.0,17.0,6.2,16.0,78.0,3.4,56.0,52.0,80.0,3.4,56.0,53.0,78.0,2.4,49.0,51.0,2.4,53.0,51.0,53.0,90.0,16.0,57.0,5.9,4.8,65.0,239.0,0.4,16.0,63.0,5.9,4.8,72.0,250.0,0.4,16.0,53.0,5.9,4.8,60.0,250.0,0.4,0.352000000000004
2021,1,9,14,7.0,17.0,6.2,16.0,78.0,3.4,56.0,52.0,80.0,3.4,56.0,53.0,78.0,2.4,49.0,51.0,2.4,53.0,51.0,53.0,88.0,16.0,57.0,5.9,4.8,65.0,239.0,0.4,16.0,63.0,5.9,4.8,72.0,250.0,0.4,16.0,53.0,5.9,4.8,60.0,250.0,0.4,1.25099999999999
2021,1,9,16,7.0,17.0,6.2,16.0,78.0,3.4,56.0,52.0,80.0,3.4,56.0,53.0,78.0,2.4,49.0,51.0,2.4,53.0,51.0,53.0,86.0,16.0,57.0,5.9,4.8,65.0,239.0,0.4,16.0,63.0,5.9,4.8,72.0,250.0,0.4,16.0,53.0,5.9,4.8,60.0,250.0,0.4,1.849
2021,1,9,18,7.0,17.0,6.2,16.0,78.0,3.4,56.0,52.0,80.0,3.4,56.0,53.0,78.0,2.4,49.0,51.0,2.4,53.0,51.0,53.0,87.0,16.0,57.0,5.9,4.8,65.0,239.0,0.4,16.0,63.0,5.9,4.8,72.0,250.0,0.4,16.0,53.0,5.9,4.8,60.0,250.0,0.4,2.04900000000001
2021,1,9,20,7.0,17.0,6.2,16.0,78.0,3.4,56.0,52.0,80.0,3.4,56.0,53.0,78.0,2.4,49.0,51.0,2.4,53.0,51.0,53.0,82.0,16.0,57.0,5.9,4.8,65.0,239.0,0.4,16.0,63.0,5.9,4.8,72.0,250.0,0.4,16.0,53.0,5.9,4.8,60.0,250.0,0.4,1.381
2021,1,9,22,6.9,17.0,6.0,16.0,80.0,3.4,57.0,52.0,80.0,3.4,56.0,52.0,80.0,2.2,49.0,51.0,2.2,54.0,51.0,52.0,80.0,16.0,58.0,5.7,4.6,65.0,239.0,0.4,16.0,64.0,5.7,4.8,73.0,250.0,0.4,16.0,53.0,5.7,4.8,60.0,221.0,0.4,0.622
2021,1,9,24,7.1,16.0,6.1,16.0,75.0,3.4,56.0,52.0,80.0,3.4,56.0,52.0,80.0,2.3,49.0,51.0,2.3,53.0,51.0,53.0,79.0,16.0,57.0,5.8,4.8,65.0,239.0,0.4,16.0,63.0,5.8,4.9,72.0,252.0,0.4,16.0,53.0,5.8,4.9,60.0,215.0,0.4,1.52699999999999
2021,1,10,2,7.0,16.0,6.1,16.0,75.0,3.4,57.0,52.0,78.0,3.4,56.0,52.0,79.0,2.4,48.0,51.0,2.4,53.0,51.0,52.0,85.0,16.0,57.0,5.6,4.6,65.0,239.0,0.4,16.0,64.0,5.6,4.7,72.0,252.0,0.4,16.0,54.0,5.6,4.7,60.0,213.0,0.4,1.86499999999999
2021,1,10,4,6.9,16.0,6.0,16.0,76.0,3.4,57.0,52.0,79.0,3.4,56.0,52.0,79.0,2.3,46.0,51.0,2.3,53.0,51.0,52.0,83.0,16.0,58.0,6.0,4.9,65.0,240.0,0.4,16.0,64.0,6.0,5.0,72.0,229.0,0.4,16.0,53.0,6.0,4.9,60.0,213.0,0.4,1.073
2021,1,10,6,6.9,16.0,6.0,16.0,75.0,3.4,56.0,52.0,78.0,3.4,56.0,52.0,78.0,2.3,46.0,51.0,2.3,53.0,51.0,52.0,83.0,16.0,57.0,5.6,4.7,64.0,239.0,0.4,16.0,64.0,5.7,4.8,72.0,248.0,0.4,16.0,52.0,5.7,4.8,59.0,231.0,0.4,0.753000000000007
2021,1,10,8,6.9,16.0,6.0,16.0,76.0,3.4,56.0,52.0,80.0,3.4,56.0,52.0,80.0,2.4,48.0,51.0,2.4,52.0,51.0,52.0,85.0,16.0,57.0,5.9,4.9,65.0,239.0,0.4,16.0,63.0,5.8,5.0,72.0,251.0,0.4,16.0,52.0,5.8,5.0,59.0,239.0,0.4,1.23799999999999
2021,1,10,10,6.4,16.0,5.7,16.0,76.0,3.1,58.0,52.0,80.0,3.1,58.0,52.0,80.0,2.0,49.0,51.0,2.0,53.0,51.0,53.0,79.0,16.0,62.0,4.9,4.0,67.0,239.0,0.4,16.0,68.0,4.9,4.0,74.0,251.0,0.4,16.0,55.0,4.9,4.0,60.0,239.0,0.4,1.678
2021,1,10,12,5.5,16.0,4.9,16.0,77.0,2.5,58.0,52.0,80.0,2.5,58.0,52.0,80.0,1.0,51.0,51.0,1.0,56.0,51.0,56.0,75.0,16.0,68.0,3.8,3.0,73.0,239.0,0.4,16.0,67.0,3.8,3.0,74.0,251.0,0.4,16.0,63.0,3.8,3.0,68.0,239.0,0.4,2.024
2021,1,10,14,4.8,16.0,4.9,16.0,77.0,2.5,58.0,52.0,80.0,2.5,58.0,52.0,80.0,0.5,51.0,51.0,0.5,56.0,51.0,58.0,75.0,16.0,68.0,2.2,2.0,74.0,239.0,0.4,16.0,67.0,2.2,2.0,74.0,251.0,0.4,16.0,63.0,2.2,2.0,74.0,239.0,0.4,3.77200000000001
2021,1,10,16,4.8,16.0,4.9,16.0,77.0,2.1,63.0,52.0,80.0,2.1,63.0,52.0,80.0,1.0,51.0,51.0,1.0,56.0,51.0,58.0,87.0,16.0,68.0,3.0,2.6,72.0,239.0,0.4,16.0,68.0,3.0,2.6,73.0,251.0,0.4,16.0,59.0,3.0,2.6,62.0,239.0,0.4,1.292
2021,1,10,18,6.5,16.0,6.0,16.0,77.0,2.8,63.0,52.0,80.0,2.8,63.0,52.0,80.0,2.0,51.0,51.0,2.0,56.0,51.0,57.0,90.0,16.0,60.0,5.0,4.2,67.0,239.0,0.4,16.0,63.0,5.0,4.2,72.0,251.0,0.4,16.0,52.0,5.0,4.2,59.0,239.0,0.4,3.633
2021,1,10,20,6.7,16.0,5.8,16.0,77.0,3.1,55.0,52.0,80.0,3.1,55.0,52.0,80.0,2.1,50.0,51.0,2.1,55.0,51.0,52.0,80.0,16.0,55.0,5.0,4.2,62.0,239.0,0.4,16.0,62.0,5.0,4.2,70.0,251.0,0.4,16.0,50.0,5.0,4.2,58.0,239.0,0.4,0.310000000000002
2021,1,10,22,6.8,16.0,5.7,15.0,79.0,3.2,56.0,52.0,80.0,3.2,56.0,52.0,81.0,2.1,49.0,51.0,2.1,54.0,51.0,51.0,85.0,15.0,57.0,5.6,4.7,65.0,233.0,0.4,14.0,66.0,5.6,4.7,74.0,235.0,0.4,15.0,50.0,5.6,4.8,57.0,237.0,0.4,0.208000000000013
2021,1,10,24,6.9,15.0,5.7,15.0,81.0,3.2,56.0,52.0,80.0,3.2,56.0,52.0,81.0,2.2,47.0,51.0,2.2,54.0,51.0,52.0,87.0,15.0,58.0,5.7,4.7,65.0,236.0,0.4,15.0,67.0,5.6,4.7,75.0,243.0,0.4,15.0,50.0,5.6,4.6,57.0,240.0,0.4,0.269
2021,1,11,2,6.9,15.0,5.9,15.0,77.0,3.2,55.0,52.0,79.0,3.2,55.0,52.0,79.0,2.3,48.0,51.0,2.3,54.0,51.0,52.0,88.0,15.0,57.0,5.6,4.6,65.0,236.0,0.4,15.0,66.0,5.6,4.7,74.0,244.0,0.4,15.0,49.0,5.5,4.5,56.0,239.0,0.4,1.208
2021,1,11,4,7.0,16.0,6.0,15.0,75.0,3.2,56.0,52.0,80.0,3.2,56.0,52.0,80.0,2.2,46.0,51.0,2.2,54.0,51.0,52.0,87.0,15.0,56.0,5.9,4.9,65.0,238.0,0.4,15.0,65.0,5.9,5.0,74.0,245.0,0.4,15.0,49.0,5.9,5.0,56.0,231.0,0.4,0.552999999999987
2021,1,11,6,7.0,16.0,5.8,15.0,78.0,3.2,56.0,52.0,79.0,3.2,56.0,52.0,82.0,2.2,46.0,51.0,2.2,54.0,51.0,52.0,83.0,15.0,58.0,5.6,4.6,65.0,241.0,0.4,15.0,66.0,5.6,4.5,74.0,250.0,0.4,15.0,50.0,5.6,4.9,56.0,234.0,0.4,0.307000000000011
2021,1,11,8,7.0,16.0,5.8,15.0,75.0,3.2,56.0,52.0,80.0,3.2,55.0,52.0,79.0,2.2,45.0,51.0,2.2,53.0,51.0,52.0,88.0,15.0,57.0,5.7,4.6,64.0,241.0,0.4,15.0,65.0,5.7,4.8,74.0,252.0,0.4,15.0,49.0,5.7,4.7,56.0,236.0,0.4,0.775000000000006
2021,1,11,10,7.0,16.0,6.0,15.0,75.0,3.2,56.0,52.0,80.0,3.2,56.0,52.0,79.0,2.2,47.0,51.0,2.2,53.0,51.0,53.0,88.0,15.0,57.0,5.7,4.6,64.0,241.0,0.4,15.0,65.0,5.7,4.8,74.0,252.0,0.4,15.0,49.0,5.7,4.7,56.0,236.0,0.4,1.094
2021,1,11,12,7.0,16.0,6.0,15.0,75.0,3.2,56.0,52.0,80.0,3.2,56.0,52.0,79.0,2.2,47.0,51.0,2.2,53.0,51.0,53.0,88.0,15.0,58.0,5.7,4.6,66.0,241.0,0.4,15.0,65.0,5.7,4.8,74.0,252.0,0.4,15.0,49.0,5.7,4.7,56.0,236.0,0.4,0.115999999999989
2021,1,11,14,7.0,16.0,6.0,15.0,75.0,3.2,56.0,52.0,80.0,3.2,56.0,52.0,79.0,2.2,47.0,51.0,2.2,53.0,51.0,53.0,88.0,15.0,59.0,5.7,4.6,66.0,241.0,0.4,15.0,65.0,5.7,4.8,74.0,252.0,0.4,15.0,49.0,5.7,4.7,56.0,236.0,0.4,0.085000000000008
2021,1,11,16,7.0,16.0,6.1,15.0,75.0,3.2,55.0,52.0,80.0,3.2,55.0,52.0,79.0,2.1,47.0,51.0,2.1,53.0,51.0,52.0,88.0,15.0,59.0,5.7,4.6,66.0,241.0,0.4,15.0,65.0,5.7,4.8,74.0,252.0,0.4,15.0,49.0,5.7,4.7,56.0,236.0,0.4,1.18199999999999
2021,1,11,18,7.1,16.0,6.2,16.0,76.0,3.2,55.0,52.0,80.0,3.2,55.0,52.0,79.0,2.3,47.0,51.0,2.3,53.0,51.0,52.0,89.0,15.0,59.0,5.6,4.6,66.0,241.0,0.4,15.0,65.0,5.6,4.6,74.0,252.0,0.4,15.0,50.0,5.6,4.6,56.0,236.0,0.4,1.31100000000001
2021,1,11,20,7.2,16.0,6.0,16.0,77.0,3.2,55.0,52.0,80.0,3.2,55.0,52.0,79.0,2.3,47.0,51.0,2.3,53.0,51.0,53.0,90.0,15.0,58.0,5.6,4.6,65.0,241.0,0.4,15.0,66.0,5.6,4.6,74.0,252.0,0.4,15.0,51.0,5.6,4.6,58.0,236.0,0.4,0.590000000000003
2021,1,11,22,7.2,16.0,6.1,16.0,75.0,3.2,56.0,52.0,83.0,3.2,56.0,52.0,79.0,2.3,48.0,51.0,2.3,53.0,51.0,52.0,80.0,15.0,57.0,5.3,4.5,65.0,245.0,0.4,15.0,64.0,5.4,4.4,73.0,258.0,0.4,15.0,50.0,5.3,4.4,57.0,242.0,0.4,1.62899999999999
2021,1,11,24,7.1,16.0,6.3,16.0,77.0,3.2,57.0,52.0,81.0,3.2,57.0,52.0,80.0,2.3,48.0,51.0,2.3,53.0,51.0,52.0,88.0,15.0,59.0,5.8,4.8,66.0,247.0,0.4,16.0,66.0,5.9,4.7,75.0,260.0,0.4,15.0,51.0,6.0,4.9,58.0,242.0,0.4,2.01999999999999
2021,1,12,2,7.2,16.0,6.2,15.0,75.0,3.2,56.0,52.0,81.0,3.2,56.0,52.0,80.0,2.3,45.0,51.0,2.3,53.0,51.0,52.0,88.0,15.0,57.0,5.8,4.8,65.0,247.0,0.4,16.0,64.0,5.8,5.0,73.0,259.0,0.4,15.0,51.0,5.8,4.9,57.0,242.0,0.4,1.72800000000001
2021,1,12,4,7.3,16.0,6.3,15.0,74.0,3.2,56.0,52.0,82.0,3.2,56.0,52.0,80.0,2.3,46.0,51.0,2.3,53.0,51.0,52.0,90.0,16.0,57.0,6.0,5.0,64.0,248.0,0.4,16.0,64.0,6.0,5.0,73.0,260.0,0.4,15.0,50.0,5.9,5.0,57.0,244.0,0.4,0.284000000000003
2021,1,12,6,7.3,16.0,6.3,15.0,72.0,3.2,56.0,52.0,80.0,3.2,56.0,52.0,82.0,2.1,47.0,51.0,2.1,53.0,51.0,52.0,89.0,15.0,59.0,5.8,4.8,65.0,249.0,0.4,16.0,65.0,5.7,4.8,74.0,251.0,0.4,15.0,50.0,5.7,4.8,58.0,243.0,0.4,1.523
2021,1,12,8,7.3,16.0,6.2,16.0,73.0,3.2,56.0,52.0,79.0,3.2,56.0,52.0,80.0,2.3,48.0,51.0,2.3,53.0,51.0,52.0,84.0,15.0,58.0,5.5,4.4,65.0,250.0,0.4,16.0,66.0,5.6,4.5,74.0,262.0,0.4,15.0,51.0,5.6,4.6,58.0,246.0,0.4,1.69300000000002
2021,1,12,10,7.0,16.0,6.0,16.0,73.0,3.2,56.0,52.0,80.0,3.2,56.0,52.0,80.0,2.2,48.0,51.0,2.2,53.0,51.0,52.0,84.0,15.0,58.0,5.8,4.9,65.0,250.0,0.4,16.0,66.0,5.8,4.9,74.0,262.0,0.4,15.0,51.0,4.8,4.9,58.0,246.0,0.4,2.24999999999998
2021,1,12,12,7.0,16.0,6.1,16.0,73.0,3.2,56.0,52.0,80.0,3.2,56.0,52.0,80.0,2.2,48.0,51.0,2.2,53.0,51.0,52.0,89.0,15.0,58.0,5.8,4.9,65.0,250.0,0.4,16.0,66.0,5.8,4.9,74.0,262.0,0.4,15.0,51.0,4.8,4.9,58.0,246.0,0.4,1.07400000000001
2021,1,12,14,7.4,16.0,6.4,16.0,73.0,3.1,56.0,52.0,80.0,3.1,56.0,52.0,80.0,2.1,48.0,51.0,2.1,53.0,51.0,52.0,89.0,15.0,60.0,5.8,4.9,65.0,250.0,0.4,16.0,67.0,5.8,4.9,74.0,262.0,0.4,15.0,52.0,5.8,4.9,58.0,246.0,0.4,1.232
2021,1,12,16,7.2,16.0,6.4,16.0,73.0,3.3,56.0,52.0,80.0,3.3,56.0,52.0,80.0,2.2,48.0,51.0,2.2,53.0,51.0,52.0,81.0,15.0,57.0,5.8,4.9,64.0,250.0,0.4,16.0,67.0,5.8,4.9,75.0,262.0,0.4,15.0,50.0,5.8,4.9,57.0,246.0,0.4,1.55999999999999
2021,1,12,18,7.0,16.0,6.2,16.0,73.0,3.3,56.0,52.0,80.0,3.3,56.0,52.0,80.0,2.2,48.0,51.0,2.2,53.0,51.0,52.0,91.0,15.0,57.0,5.8,4.9,64.0,250.0,0.4,16.0,67.0,5.8,4.9,76.0,262.0,0.4,15.0,51.0,5.8,4.9,57.0,246.0,0.4,1.604
2021,1,12,20,7.2,16.0,6.2,16.0,73.0,3.3,56.0,52.0,80.0,3.3,56.0,52.0,80.0,2.2,48.0,51.0,2.2,53.0,51.0,52.0,84.0,15.0,58.0,5.9,4.9,64.0,250.0,0.4,16.0,68.0,5.9,4.9,76.0,262.0,0.4,15.0,50.0,5.9,4.9,57.0,246.0,0.4,0.477999999999994
2021,1,12,22,7.0,16.0,6.3,16.0,70.0,3.3,56.0,52.0,79.0,3.3,56.0,52.0,79.0,2.3,48.0,51.0,2.3,52.0,51.0,52.0,89.0,16.0,56.0,5.0,4.3,63.0,271.0,0.4,16.0,67.0,5.0,4.3,76.0,261.0,0.4,16.0,50.0,5.0,4.3,57.0,240.0,0.4,1.292
2021,1,12,24,7.2,16.0,6.2,16.0,73.0,3.3,56.0,52.0,80.0,3.3,56.0,52.0,80.0,2.1,47.0,51.0,2.2,53.0,51.0,52.0,87.0,16.0,57.0,5.9,4.9,64.0,271.0,0.4,16.0,67.0,5.9,4.9,76.0,259.0,0.4,16.0,50.0,5.9,4.9,57.0,239.0,0.4,1.247
2021,1,13,2,7.1,16.0,6.3,16.0,72.0,3.4,56.0,52.0,80.0,3.4,56.0,52.0,82.0,2.2,46.0,51.0,2.2,53.0,51.0,52.0,86.0,16.0,58.0,5.5,4.6,64.0,269.0,0.4,16.0,68.0,5.7,4.5,76.0,259.0,0.4,16.0,50.0,5.7,4.8,57.0,240.0,0.4,1.41200000000001
2021,1,13,4,7.3,16.0,6.4,16.0,75.0,3.4,56.0,52.0,79.0,3.4,56.0,52.0,84.0,2.3,48.0,51.0,2.3,52.0,51.0,52.0,80.0,16.0,56.0,6.0,5.0,64.0,269.0,0.4,16.0,67.0,6.0,5.1,76.0,259.0,0.4,16.0,50.0,6.0,5.0,57.0,238.0,0.4,1.442
2021,1,13,6,7.4,16.0,6.3,16.0,75.0,3.4,56.0,52.0,80.0,3.4,56.0,52.0,86.0,2.3,49.0,51.0,2.3,53.0,51.0,52.0,84.0,16.0,56.0,6.0,5.0,63.0,269.0,0.4,16.0,67.0,6.0,5.0,76.0,274.0,0.4,16.0,50.0,6.0,5.0,57.0,240.0,0.4,1.42900000000001
2021,1,13,8,7.1,16.0,6.3,16.0,75.0,3.4,56.0,52.0,78.0,3.4,56.0,52.0,82.0,2.3,46.0,51.0,2.3,53.0,51.0,52.0,88.0,16.0,57.0,5.4,4.6,64.0,270.0,0.4,16.0,67.0,5.6,4.6,75.0,274.0,0.4,16.0,51.0,5.6,4.6,57.0,240.0,0.4,1.82499999999999
2021,1,13,10,7.3,16.0,6.3,16.0,75.0,3.4,56.0,52.0,78.0,3.4,56.0,52.0,82.0,2.3,46.0,51.0,2.3,53.0,51.0,52.0,82.0,16.0,57.0,5.8,5.0,64.0,270.0,0.4,16.0,67.0,5.8,5.0,76.0,274.0,0.4,16.0,51.0,5.8,5.0,58.0,240.0,0.4,1.50700000000001
2021,1,13,12,7.2,16.0,6.2,16.0,75.0,3.4,56.0,52.0,78.0,3.4,56.0,52.0,82.0,2.3,49.0,51.0,2.3,53.0,51.0,53.0,84.0,16.0,58.0,5.7,4.7,65.0,270.0,0.4,16.0,68.0,5.7,4.7,76.0,274.0,0.4,16.0,51.0,5.7,4.7,58.0,240.0,0.4,0.51400000000001
2021,1,13,14,7.0,16.0,6.0,16.0,75.0,3.4,56.0,52.0,78.0,3.4,56.0,52.0,82.0,2.3,49.0,51.0,2.3,53.0,51.0,53.0,88.0,16.0,59.0,5.7,4.7,66.0,270.0,0.4,16.0,68.0,5.7,4.7,75.0,274.0,0.4,16.0,51.0,5.7,4.7,58.0,240.0,0.4,1.15499999999999
2021,1,13,16,7.2,16.0,6.2,16.0,76.0,3.4,56.0,52.0,79.0,3.4,56.0,52.0,79.0,2.3,46.0,52.0,2.3,54.0,52.0,53.0,83.0,16.0,58.0,5.7,4.8,65.0,270.0,0.4,16.0,68.0,5.7,4.8,76.0,274.0,0.4,16.0,51.0,5.7,4.8,58.0,240.0,0.4,1.072
2021,1,13,18,7.0,16.0,6.0,16.0,76.0,3.3,57.0,53.0,79.0,3.3,57.0,53.0,79.0,2.3,46.0,52.0,2.3,54.0,52.0,53.0,80.0,16.0,58.0,5.7,4.8,65.0,270.0,0.4,16.0,67.0,5.7,4.8,76.0,274.0,0.4,16.0,51.0,5.7,4.8,58.0,240.0,0.4,1.084
